,review
327,像马保国大师的闪电五连鞭一样，在一堆废话中间突然抽搐几下。
328,剧本堪称灾难，恐怕受过最基本的剧作法本科训练的学生写出来的剧本都要比《风平浪静》好，陈旧老套的悬疑故事，突兀的关键情节点，全程缺席的人物动机，再有力的表演、再精致的视听也让人不忍卒视。几位定期组织观影团的电影自媒体齐刷刷的四星和让人无比尴尬的评论，让人对中国非学院影评的未来感到绝望。
329,基础故事和人物动机没做好，还非要文艺着形而上。补刀杀人和哪吒削骨还父，两场最重要的戏，匪夷所思，前者底盘没打牢，后者自然成了无本之末。可惜了章宇和宋佳的表演。
330,平遥电影节。完全沉迷于所谓的作者性和导演表达，剧本非常欠打磨，演员的表演也完全不统一，人物没有合理性，引发爆笑的桥段比比皆是。但还是能看到导演的才能吧，希望他以后可以适度放低自己的存在感。
331,45/100，整体故事情节还算能接受，但第一幕各种细节莫名其妙到我以为是场闹剧，第二幕写得像尴尬喜剧。与影片试图表达的主题完全割裂。每当调度看上去开始做造型感准备起范了，这令人发指的戏剧都能把一切拉回谷底，每一句台词都不是正常人能想出来的。。。第三幕是已经编不下去了吧，直接放弃治疗一般引向死亡。编导真的关心人物吗？不顾逻辑、罔顾现实，只能说从视听表现上有零星佳句了。
332,都给表演吧，剧本太烂了，漏洞不赘述了，有很多帖子都分析过了。我是觉得宋佳章宇和李鸿其的表演风格差别太大都接不住了。李鸿其还是台湾那一套，在台湾片里不违和，在内地片就不行。宋佳和章宇的叔嫂感太重了，不像同学像斯托克。章宇的表演走内敛型，应该找黄璐跟他搭，留小宋佳的话我觉得得找朱亚文这个年龄段的合适。
333,这是给了章宇多少片酬..
334,无聊尴尬至极。人物都没有灵魂，是已经出卖掉了吗？
335,这么有料的故事，这么些有实力的演员，拍得这么磨叽无聊和尴尬，挺暴殄天物的。
336,@百丽宫国贸 学生习作，特别装逼，没逼硬装。片尾曲倒是挺好听。
337,还有多少官员吸国内的血养活澳洲的娇妻和房产，要表达的东西很多，但都如蜻蜓点水般一笔带过，起承转合相当生硬，很多情节无法自圆其说，逻辑漏洞百出，倒是质感和氛围营造得很到位，全靠章宇和宋佳的演技撑起来。
338,特别烂，也不是没有正常的段落，但整个就像拼图错位拼成的滑稽产物，但凡表演和剧情有一个摆正都不会这么特别了。槽点太多给我又尬又笑的哈哈哈哈哈哈哈哈救命
339,年度最烂堪比花木兰，导演真敢拍，演员真敢演（但演技真没问题），制片真敢选剧本，编剧？？？？？？？？？太多槽点了，里面女性角色作用在哪！？角色动机？？爱情片？喜剧片？中间大段的与女性角色的感情戏意义何在？最后的那首《大海啊故乡》我真笑出了声，想声画对位对比？？可惜了，太tm不应景了，为了不浪费我这电影票钱，我都把200个单词背完了，心累，真坐如针毡，如鲠在喉
340,抱歉，章宇映后提到“俄狄浦斯情结”的时候我忍不住笑了。
341,为什么要走进陌生人的家？为什么要帮儿子杀人？为什么要和宋佳结婚？为什么女孩站在路中央等着被撞？全程满脑子为什么，没有一处是能说服我的合理动机。心疼章宇。
342,难得见到这样一崩到底的电影了，从最初的五分钟导演就似乎刻意让观众无法走入人物情绪，这种似是而非的疏离感，随着电影院里黑暗的时间一步步推进，最终证实了这并非是某种特意的设置，只是能力如此。
343,越来越有韩剧的范儿，煽情，无脑
344,如果不是中间跑偏太多，【逼】差点就装到底了。
345,降低了心理预期，但还是没想到这么差！看到最后半小时简直想暴走。导演功力太差，这么一堆好演员在手里用成这样，只有宋佳的角色勉强立住了，章宇和李鸿其的人物是不连贯的。尤其是李鸿其，一出来违和感就满满，后面只想让人快进。服化道就不讲了，差。除了章宇和宋佳的对手戏还有点意思，其他烂到谷底，勉强两星。打四星的，respect你们，真的。
346,这……这看得我满头问号……我看了个啥？？？？？？另外我不知道别人看这个BG戏感觉如何，我有被尬到……还有怎么感觉人人都喜欢宋浩……李唐也……（这片的意义是不是只有ZY穿制服了
347,感谢李霄峰导演，让我风平浪静地睡了一觉
348,整体观感-即使已经把期待值降到三星了，还是会觉得：就这？接近两小时时长看得我坐立难安。能看出来导演想表现的是一个正常的人如何被各种钱权交易官商勾结逼到崩溃和毁灭，但是他想表达的太多了，想把太多美好的、丑恶的放在电影里，最后反而什么都没完成。宋浩和父亲之间到底谁欠谁的？警察到底有没有设定嫌疑犯？（为啥身份证过期了还能拥有驾照？）李唐前后形象的断裂和潘晓霜对宋浩莫名其妙生出的情愫。中间占据大量篇幅的感觉像跑偏了的爱情戏。十五年以后突然回到家乡的宋浩和潘晓霜结婚，潘晓霜父亲作为警察就没有查一查底细吗？宋浩这个人物具体又是如何被现实逼向毁灭的？仔细想的话会发现电影逻辑上的漏洞有许多，但导演似乎把更多的努力放在了犯罪片风格的塑造上，但剧作本身的无力使得形式本身也显得过于刻意。好好讲故事真的很重要。
349,逻辑太有问题了，音乐也用得很奇怪。
350,演员很好也掩盖不了人物动机和故事的不可信
351,编剧愣写，演员愣演，导演愣导。
352,影片一开始就把观众的情绪引导到错误的方向，最重要的人物特性完全和后面脱节，并且唯一可看的一点悬念也全部释放。之后的第二幕第三幕就更是生硬与稀碎了，宋佳的爱情戏单独拿出来挺好，但是放在这里面太拖沓了，与另一半的犯罪元素互相拧巴。导演似乎想努力把电影带到自己风格的塑造上，但是漏洞百出的剧作让所有人物关系模糊不清，章宇演的很好，但是又与其他演员无法取得统一，放在一起就毫无化学反应。这一星就送给片名了，观影体验可以说是非常风平浪静。
353,太失望了，整个故事就不怎么成立，李唐那条线作为主角命运选择的源动力根本就无法说服观众，以至于最终宋浩的困兽之斗一点力量也没有。第一幕和第三幕都差劲得出奇，人物心理转变都交代不清，非常学生作品水准，唯有第二幕还有一些灵光一闪的地方。太可惜章宇了，他的戏那么那么好！！！
354,视听语言的准确、丰富甚至巧思，比如接电话时倍速的电视画面，续弦幼子学英文时老师说的笨，而看到李鸿其的扮相及演法，直指整个故事内核可能是贫穷韦恩布鲁斯和富贵小丑的决斗。但狂傲的宋浩恐惧的到底是什么，看似优良的李唐被压抑的又是怎样的邪恶，剧作的合理性摇摇欲坠。宋佳的每一场戏都散发着美与善的光。困兽犹斗，咸鱼翻不了身。看完，哭完，还是听歌罢。
355,坐在影院里满脑子只有一句话“我为什么要坐在这浪费时间”😅
356,"清北保送名额被官二代顶替，去质问，走错门被当小偷，捅伤，父亲补刀，出逃。15年后，回家，偶遇女老同学结婚生子。试图补偿死者女儿，却被官二代拉下水一起撞死死者女儿。愧疚觉悟与父自杀赎罪，警察收尾。
Ps:高考保送名额被官二代顶替引发的血案。
伪现实主义。虽涉及到高考保送名额被顶替、官商勾结、房地产强拆、裸官等社会议题，也只是微微点了一下罢了。
剧作极差。陈年命案+涉案人物几十年的心路历程，却在一开始就把案发完整经过展示出来了，没悬疑，没反转，也没见深刻的人物，人物都浮于表面。比较高级的处理都是真凶不明，几年后涉案人员重逢，进而各怀心腹事去行动，一次出格的行动之后，再揭示人物动机，而人物动机与命案真相有关。"
357,莫名其妙
358,…………………………………………
359,这编剧纯傻叉吧，导演也是。浪费演员表演？有浪费空间吗
360,开篇真不错，随后一路崩崩崩崩崩崩崩……完。
361,看不出来有什么打动人的地方，很一般，不觉得经典就一定要高分，有些电影事隔很多年还是打动人，有些电影只是因为当年的猎奇心里，比如这部。
362,不喜欢让雷诺，不喜欢这部电影，就这么简单
363,不管大家怎么为这个电影附上美好纯粹的感情色彩，说他们内心世界年龄是同步的，但是我无法忽略这就是一部说一个未成年幼女和一个大叔的接近爱情的故事，光是这点我就无法克制自己的反感，心无旁骛地看。让我不解的是竟然没有多少声音在质疑这点，而大家都用美好的滤镜去过滤粉饰这样一个原则问题
364,很怪，感觉从头到尾没有亮点。看别人的评价，说要结合时代来看，在那个时代拍这样的动作场面是惊呆众人的效果。好吧。然后，大叔和萝莉在我这儿确实没有任何萌点，我还是喜欢共同成熟，你我相当的感情，不要和我说什么里昂心里是12岁小男孩，我一百万不信
365,烂片中的烂片，拖沓硬伤的剧情，未成年少女屡屡勾引老男人失败。法国人拍个杀手片还要文绉绉的装逼
366,一直覺得男演員艾迪瑞德曼（Eddie Redmayne）給我種既視感，今天總算茅塞頓開，原來他跟盧貝松導演的某任老婆長得一模一樣！
367,剧情该的妈都不认了，小北是个美少年啊！可不是真正的混混大叔流浪汉，男主演技被周冬雨吊打，周冬雨不是扣分项
368,十分讨厌把这种题材情节剧化，无处不在无所不能的摄影机几乎是一个审判者，一直试图以有选择的耸动赚眼泪，然后用大团圆给人虚情假意的安慰。出现很多陷入不同困境的人，但都被写得非常扁平，轮班在特写里喊完创作者想说的话。PTSD犯了，太害怕中学生活了，更害怕恐惧用这种方式拍出来。
369,剧情假，男主演技尴尬。如果是张一山就完美了。
370,今天去看了一下，真的太烂了，改的乱七八糟的！
371,很无聊的电影，一星是给周冬雨的
372,主题浮于表面…表达做作且矫情…警察局的戏份是把观众当傻逼吗…为什么要大早上来看一部青春伤痛文学式的狗血电影啊…四字dd演的倒还行
373,"易烊千玺演技还行，白夜行等片类似故事拍过很多遍了，到底是要写实校园霸凌题材，还是男主为女主顶罪黑色题材？镜头全程杵脸上是什么鬼？
655"
374,这姐弟恋演的真尴尬，这演技得加油哦
375,抄袭的你，没的洗
376,两星都给题材本身。全片超过一半的大特写大光圈柔光逆光再加音乐，周冬雨大概哭了八百遍吧，假文艺范儿的视听语言真要人命，让人坐立难安如坐针毡。还有警察那条线也是真奇怪，搞得好像小警察喜欢陈念似的。讲真校园欺凌题材不好拍，拍商业片就觉得假和矫情，要不就一黑到底拍被禁的独立小片或者纪录片什么的。
377,少有的霸凌题材，但也不是国内首次......抄袭东野圭吾但是又表现不出桐原亮司和雪穗之间的关系情感，另外，冲清北的高三复读生在学校校外有这么多时间精力作妖吗？
378,主演就不能换人吗，让那个易烊千玺来演，还演吻戏，服了，年纪轻轻就这样长大后还不得了了
379,No.18 你们说好看就好看吧，究竟好在哪里，咱也不敢问。
380,这种段子堆成的对白恕不是我的审美。
381,哪吒这个形象真的是毁童年，很多人都说这部代表着国漫崛起，请问此种好莱坞式的动漫能代表中国文化嘛？
382,各种方言、结巴、放屁、烧裤裆的梗，还有什么指纹解锁、游乐场之类的舔当代科技，所有笑点都能在半分钟之前预知，弱智当好笑。最不能接受的是把主题又变成什么“不信命”之类的俗套，那句泛中国地区最中二病没有之一的“我命由我不由天”出来的时候，我饭都要呕出来，本来我们已经很没有反抗父权的人物了，硕果仅存的哪吒也要变成这样，“削骨还父、割肉还母”完全没有，爹妈爱我，父慈子孝，让人忍不住竖中指，行吧，【父母皆祸害】小组关了，李靖也洗白白了，我服了还不行吗？我信命了好吧
383,国产动画发展了这么多年，似乎是越来越不明白技术它就不是这个行当里最根本的东西，不明白作品里塞再多大而空的感情也无法真正打动人。古往今来反父权反愚孝的动画人物有几个？这么一个难能可贵的形象还给毁了，改得面目全非为什么还要继续叫哪吒？就是叫王小明也完全没问题。至于笑点，永远低俗而不自知，片里翻来覆去地嘲笑结巴、胖子和娘娘腔，有意思吗？做动画的各位是大人了都这样子，还指望我们的动画教出什么样的小孩？
384,老版可是提倡自由意志的。
385,远远不如小时候看的《哪吒闹海》来得撼人心魄。传统中国各类文本，动人的都是关于人伦的张力，哪吒是骨肉还给父母，修得至纯至净莲花身，本作改得不伦不类，不中不西，对抗个人命运很是大而无当。人物造型、笑料、桥段，迪士尼、香港无厘头、电脑游戏借用不少，意思却不大。迎合的心态永远弄不成一流的商业片。2.5
386,丑，魔童就得是丧尸脸吗。
387,不是做的不好，不是不用心.恰恰相反我一看到宣传的第二天就去观影了，本人对哪吒这个人物的感情区别于其他所有的动漫人物，我从小爱读封神演义，自诩为是看着神的故事长大的人，哪吒最重要象征着对父权挑战忤逆的精神在这部动画里面被阉割的干干净净；太乙真人，永远站在哪吒这边，无原则帮他对抗父母、原则、天庭，做好身后事的仙风道骨之人，被丑化成一个骑着猪、说着四川话的胖子（先说明我不歧视胖子，我自己就是胖子，但这里的太乙分明就是丑角）.如果说cp是哪吒和太乙，我愿意嗑，太乙之于哪吒，那比秦五爷对依萍还要好啊，要星星不给月亮，你只管干，出了事我给你兜；在这个电影里，他仿佛一个丑陋搞笑的班主任罢了……至于敖丙，呵呵，一个被哪吒随手打死的富二代有什么资格和他组cp？总的来说，对于本片，我并不失望，我只是愤怒.
388,专属中国的另类超级英雄吧，故事改编太大，我一般无法接受，我的原则是，这么喜欢改编，为什么不自己原创一个剧本，说到底还是剧本不够硬，想蹭别人的ip
389,国产动画区真是最分裂的一个区，很多人一边叫着动漫不是低幼作品一边为片子里的低幼笑话鼓掌……哪咤这个形象看你想怎么塑造，是反抗封建礼教的悲剧英雄，还是奉行封建礼教才能带来好果的教材？导演看来选了后者
390,"感觉无论从美术还是配乐都和白蛇缘起与大鱼海棠差远了 
那个太乙真人肥头猪脑还一股子方言味儿
结局还是经典的中国式动漫强行大团圆结局
故事情节不算差 但表现的真的很低龄化
很多人吹 说它是目前国漫的巅峰 我觉得太过了太过了 不配 真的
"
391,现在上映一部国产动画就是神作，个个都是神作
392,现在看来，中国会讲故事的导演和编剧一只手都能数的过来，中国电影行业现在就是一具大型的行尸走肉，一只没有灵魂的资产怪兽。
393,一个典型的伪古典主义故事，正适合真正古典已经死去的时代：所谓正义不过是天庭把持的一套话语，而实际上已经没有人再信仰天庭的至高权威，龙族对天庭政策已腹诽千年，哪吒的悲剧完全源于一个失败的预言和一连串僵化的行政命令，但没有人试图修正体制，所有人都在帮助天庭秩序自动化运行然后试图偷偷挖点墙角。剧中的角色除了一个小朋友，几乎没有任何人能向他人打开边界。这种片受到时代的欢迎，正所谓“斯人有斯疾也”。
394,没有哪吒的灵性，更像是红孩儿叛逆。我不喜欢段子的台词，我也不喜欢国漫强大的宣传。认真讲故事没做到，这就不是好的电影。包袱太多，实质太少。光线出品，一贯宣传手法。刷好的口碑，补贴首日票房。
395,戾气太重，受不了，3头身变身5头身，接受不了，不建议未成年人看
396,脱离原著看，可以给四星，国漫的进步显而易见。但如果对比原著看，一星都不想给，《封神演义》在古典名著中并不突出，但反抗父权的哪吒却是中国古典文学里最出色的人物形象之一，与反抗君权的孙悟空、反抗科举的杜少卿、贾宝玉一道成为最有反抗精神，最神采奕奕的人物，结果却被刻画成符合社会主义和谐价值观的父慈子孝，让人呕吐。看完这个熊孩子长成孝子版的丑哪吒，还是让我们来回顾一下真正的哪吒吧：一个人在海边嬉戏，打死蛮横无理的夜叉和太子，闯下祸来。怕受连累的父亲，要杀他以绝后患。他割肉还母，剔骨还父，自刎而死。后来又起死回生，取荷藕做骨，荷叶做肉，与父亲刀剑相向，大打出手。——记住，这个牛逼到金光闪闪的人物才叫哪吒。
397,配音好出戏，反正看20分钟就不想看了
398,应该叫《哪吒之真·巨婴传》，中二没毛病，自恋到油腻的程度，就不好玩了。
399,"这个设定一看就是抄的《好兆头》。预告图片中有一张让小哪吒拉开对方裤子拿手电筒照成年男人的隐私部位，这不是恋童癖？这一部国产动画太吓人了。宣扬形而下的三观，还买榜买推荐。呵呵。“好兆头今年5月30号上映，抄袭好兆头？”有小朋友给我发私信抗议。解释一下。好兆头他妈的有原作 Good Omens
 Good Omens 作者: Terry Pratchett / Neil Gaiman 
出版社: TRANSWORLD
出版年: 1991-5
页数: 416
定价: 95.00元
装帧: Paperback
ISBN: 9780552137034"
400,两分全给技术，在内容上，无法接受父慈子孝的哪吒。
401,我求求你们睁开眼睛划拉一下这片子铺设的都是什么笑料：形体羞辱、生硬的方言梗和口吃梗、屎尿屁和排泄物笑料、络腮胡娘娘腔、网络流行语以及港式无厘头杂糅，我实在分不清它在风格上是更接近春晚小品还是王晶、黄百鸣们的陈年港式大杂烩，或许兼而有之吧。没人说过哪吒的文本就不能做喜剧化处理，但影片实际呈现的又是什么趣味？叙事、表意、情感的传达，没一样不是浅表而庸俗，所有重要的信息、情绪全都要用嘴吼出来，而配音的表演质量又基本维持在国产古偶剧的中下游水准，尤其敖丙，活脱脱的3D版杨洋。这么个玩意如今票房口碑双线飘红，更有所谓“国漫之光”的桂冠加持，大概也只能说明，我们的观众对于一部动画电影最普遍的定位和期待，也就是这副样子。
402,"看了预告片，感到厌恶，作为反父权的偶像，居然被编排出""这是爹教会我的道理""这种台词，这还能看吗？"
403,台词为了搞笑，所以要屎屁尿。故事为了完整，二元对立，善恶不分一锅炖。主题为了鲜明，直接来一个反转告诉大家：熊孩子只要碰到一个比他更惨的人，他就能马上吼出：我命由我不由天。这不是踩着别人的伤痛，把做的恶全都掩盖。再来还原事情的起因：爸爸和我踢一次毽子。
404,诸多魔幻法规下的畸形怪胎。正邪二元对立，抹杀可能性，轻视个体的成长挣扎，“人定胜天”沦为口号式煽情，无意解决身份焦虑。孝道成为催泪手段，都在以“为你好”的名义拒绝沟通。笑点一半靠屎尿屁，一半靠对肥胖猪神、娘炮大汉等刻板印象的调侃。蛮有代入感，我们都是这样长大的，但跳脱出来只剩身心不适。
405,都已经改的这么面目全非了，为什么还要叫哪吒呢，猴子热度蹭完了蹭孩子？
406,只说问题。1.为什么哪吒是三子，但整部电影完全没有交待老大老二。2.为什么影片充斥着娘娘腔、结巴、肥胖、放屁等恶趣味？3.为什么人物设定脸谱化，把申公豹做成丑角？4.李靖为什么当面拆穿自己的救命恩人是龙族？5.真心没觉得魔丸比灵珠坏到哪里去。倒是敖丙后半截人设前后矛盾。整部电影人物台词生硬、剧情衔接不流畅，人物表情僵硬、台词浮夸，动画片就可以没有“演技”？总结：完全没办法和大圣归来比。
407,被骂也要说，不好看。尴尬的故事，刺耳的配音。台词反复说教消除偏见，电影里又处处充满用偏见构成的低俗笑点。哪吒发怒打砸抢烧是因为受到偏见不开心，无辜受害的百姓就是一堆充满偏见的愚民。也是呢，愚民们你们只是失去了家，哪吒可是受到了偏见呢🙃因为敖丙加一星
408,电影交流会上一派喜气洋洋的氛围。导演说让这部电影成为国漫崛起的代表，而我觉得最多凑个国漫复兴，血统不纯何谓“国漫”？另外只有我一个人觉得电影三观扭曲吗？主角形象另说，台词轻浮，情节丑恶低下：百姓因恐惧哪吒装死跳进真棺材，逝者横尸大街还抢人家符咒？？放屁没完没了还要反派没完没了吸？？娘炮和残疾人也能没完没了搞笑？这部电影我果断不能买单。
409,不好看，不要浪费时间。画面制作再精美，也只是表现形式。国内不会再有描述人性的好作品了，政治干预太严重。原本对天地君亲师的反叛，变成了亲情友情包围下对命运的挣扎。
410,一个偏心的老板，一个不靠谱的师傅，一个溺爱过分的母亲，一个忘恩负义的父亲，一个专职于打砸抢凭天生神力欺负别人还抱怨自己没朋友的官二代，一个将父辈几代人全部心血毁于一旦而只顾交朋友的太极爱好者，而以上这些通通是正面人物，老龙王最可悲，申公豹最努力，而两个人的下场却都不是很好。对，这就是这部电影的全部，你可以说他画面好，你可以说他故事解构完成度高，但是你要说他三观正，却难以承认。
411,看片前：“我倒要看看这么丑的哪吒到底有多好看“，看完：？？？即使他是所谓的国漫希望我也要从我的个人审美来进行客观公正的评价，而不是一味的夸大说这是一个怎么样的进步。我并不认为这是一部优秀的作品，虽然这对于国漫来说可能的确是难得一见的片子，我承认片中的美术、特效以及配乐都还不错，是电影工业化上的进步，故事结构世界体系比较完整，但是于此同时粗俗油腻的对白台词让我无法忍受，哪吒的人物塑造过于刻意做作，穿插的搞笑桥段简直宛若智障疯狂出戏，很多转折和过度过于牵强，凭借着快节奏的转场硬性煽情，色彩饱和艳俗的让我怀疑人生，如果说这种滥情且廉价毫无文学素养的剧本可以代表国漫的希望，那真的挺绝望的。因为这部片子符合当下语境的快餐和刺激，你不需要动脑，这种叙事结构以及一句“我命由你不由天”和鸡汤文有什么区别？？
412,屁屁翔受公关稿蛊惑早早买了票 拉我去感受“国漫崛起”    看完我就他妈回头给大鱼海棠改成五星。这都啥几把花里胡哨的 国漫格局越来越小  我咋觉得他妈外国人都要比导演明白哪吒这个IP的内核      只想讨好观众 难成大器
413,哪吒真的一点都不讨喜，就算如此李靖夫妇还是对他爱的愿意为了他去死，啧啧啧，也不知道想要表达什么。就算后期要成为英雄需要反差也不至于把他设定成这样吧…还有，哪吒不是打死了敖丙还抽了他的龙筋么，这里咋还成cp了...另，哪吒配音真的生理性不适
414,看预告时，我以为丑是最大的雷点；看完电影，丑是最无关紧要的ooc。这个故事和哪吒毫无关系，那个小混混我也绝对不认。
415,确实这代技术团队比《大圣归来》进步了不少，但是这片除了建模技术和配音演员很敬业就真的没啥了，大段大段堆出戏的流行元素，表达的思想都是喊口号一样直白、反复的摆在台面上强调，角色性格全都是为了迎合那些“看个热闹”的观众在耍帅、卖惨，如果接下来要拍《封神榜》的续作还请换个导演和编剧吧，我不抵触改动，但我打心底里不喜欢为了迎合、为了时尚、为了“热闹”的这种改动，《大圣归来》给中国电影动画开了个好头，我不想此之后的动画又倒退回以前那样“只要看个开心就好”
416,特效可以了。故事……是个弱智哪吒。
417,请记住动画片本质是给孩子看的，这部片走歪了
418,皮相做的还不错，观感体验也还行，但是依然没有真正吸引人的内核。动漫最吸引人的东西恰恰缺席了。
419,戏说不是胡说
420,特别难过，如果是普通的动画片做成这样，肯定给五星的了，可惜是哪吒。哪吒是非常罕见的反抗君权父权的古典题材，现在突然又变成歌颂父权（爸爸瞒着你做了XX实际是为了你好）的东西，彷佛心底的一颗明珠被挖出来打扮得花枝招展再放点屎屁尿去接客一样。我能明白当年悲壮震撼的哪吒脑海不可能再重制上映，即使上映了也会被父母投诉到死，只是。。。单纯很难过而已。
421,周星驰式幽默是将搞笑段子甚至金句穿插在它注定应该属于的地方，而不是那样毫无章法的堆砌和滥用，网络用语和段子的大量使用削弱了原本古代背景的合理性，是一种极其讨巧的心思，打着迎合大众的恶趣味来达到现象级作品的目的，忽视了一个作品应该有的那些基本要求，这是对自己和对观众双方的不负责。
422,因为大家吹爆才去看的，动画技术值得肯定，但配音到剧情全程尴尬，二流子哪吒，泼妇哪吒妈，娘娘腔的大胡子村民，结巴申公豹（为营造“申公公”的笑点设定为结巴）一口川普的肥佬太乙真人，各种掏裤裆喝鼻涕玩得不亦乐乎，把屎尿屁当幽默，把瞎编当创新。 我需要看《哪吒闹海》来净化心灵了。
423,国漫的通病 就是不能好好讲一个故事
424,因为考虑到低龄观众而加入许多低俗的笑话和段子似乎又和其要探讨的主题不相符；反倒觉得认真拍能更好
425,掂量许久，还是没法及格。CG技术越成熟，剧作匮乏越明显。悲情主线与搞笑段子严重割裂，徒有周星驰的壳，少了无厘头的魂，因为主角并非小人物。过于喜剧，稀释了众角色应有的个性。几乎每场戏都老了，但也确实勉强顺了下去。最大的要害，是对哪吒原形象DNA级的重造，在我看来不值一晒，本质是网络文化的思路，是肤浅幼稚的好莱坞化效仿。吸引眼球的伎俩全部是梦工厂式和网文式的，包括人物造型、动机、叙事曲线等。即便如此，自然也没能在此之上有什么革新。而原哪吒的反体制反父权性，铮铮傲骨，非常中国的戏曲气质，已完全替换为一套西方意识形态。某种程度上，哪吒形象比孙悟空更值得我们珍惜，因其具有更鲜明的历史对抗性和时代警示性。本片实质上已不能算改编，而是创造一个重名的新人物，完全迎合时代口味，就像剔除所有阴暗现实的格林童话。
426,看前半部感觉不够好，看后半部感觉非常烂。相比《哪吒闹海》，本片的故事和人物都显平庸空洞、无聊乏味，而且到后面还都崩坏了。
427,看到友邻都那么包容 我都怀疑人生了  太恶俗了 还不如大鱼海棠呢   真的恶俗到方方面面
428,我猜很多女性一定不喜欢这个形象，老少咸宜也谈不上，这哪吒的口儿也太脏了！哪吒他妈就是一大傻子，他爹就是二傻子，太乙就是三傻子，当传统内核被所谓的“好莱坞式亲情友情”消解了，也就不是中国的哪吒了。声音呈现非常廉价，全片毫无想象力，甚至怀疑自己在看真人电影。ps龙宫的设定不错。
429,一，商业片要求轻松和笑点OK，但我们有没有资格要求幽默更加高级？二，原作作为古典文化中难得的对传统和父权的解构反讽之作，如此的现代「再解构」，难道不是把它「退回去」了？
430,这个…怎么说就是可能更符合00后的审美，对老年人不太友好，对弱化的母子线有些遗憾。
431,四年后做出了个还不如大圣的大圣，这就没什么好尬吹的了吧。
432,小学作文式的文本。所有角色都是NPC。最喜欢的是干冰压城的想法。至于哪吒，有态度和情绪，但木有自己啊。
433,吹过头，完全没有以前那一部上美影《哪吒闹海》感人
434,比较反感这类戴着批判现实主义帽子的电影却使用了大量讨好大众的商业片常用媚俗技巧（重点表现在笑点与哭点的有意设计），剧作方面最大的问题是徐峥的转变缺乏说服力缺乏震撼力度，人性恶看不到，人性善很牵强。2.5
435,微妙地在谄媚审查机制和迎合市场需求间取得平衡。看似蜻蜓点水地在法理与人情之间徘徊着作了一番试探性反思，却无比精明地把通过对政府（结尾法制宣传）和主角（“神性”的被赋予）这两极所本该承受的无论社会的、道义上的道德指责一股脑儿的推给大资本，本质上是取巧的推卸责任行为。
436,可别吹了，有陆勇案这么好的原型故事做底子却拍成了超长春晚小品，先来段子笑料堆砌后催泪煽情。沾了题材的光，其实没什么货真价实的东西，人物的转折和情节设计的功能性和指向性也非常套路，故事讲得都差强人意，更遑论社会批判了。借赵本山的小品说，真没要啥自行车，看看报道可不好笑且远比这有启发
437,完全没有讽刺的意思，我觉得做为一段儿带上海腔的催泪快板儿书，挺煽的。但是电影意识，没找见。不过如今去影院看电影，大家都不在乎后者有还是没有了。
438,"极不舒服的“现实""消费，比🚕还恶劣。"
439,当看见草坪上奔跑的孩子，你流下了两行“前后紧密相连”的热泪：第一行是说，看见了孩子在草地上奔跑，多好啊；第二行是说，和所有的人类在一起，被草地上奔跑的孩子们所感动，多好啊。（我复制的，没错，这部电影太媚俗了，因为看完你只会觉得自己一定要多挣钱。）
440,"这九分并不是针对这部电影的基本创作，而在于它的题材，表现的社会现实意义大过了电影里的其他东西..
拍成这样，7.0 over"
441,一部一切为了10W+核心叙事目的服务的伪现实主义之作。弱肉强食的中国人太需要自我感动和自我构建了。流下眼泪便以为自己拥有了善良。
442,程勇的脸像七月的天说变就变，人物行为逻辑全没毛病就是最大的逻辑毛病，和张院士干架那场戏完全就是胡来，正反派说唱脸谱，药价贵药价贵药价为嘛贵？洞悉人性拉倒吧，“谁家没个病人啊”昭然若揭，利用同理心搞场社会宣泄罢了。影像更别提。
443,被导演直接拿剧情糊在了脸上，观感就像是张院长在台上滔滔不绝地介绍德国格列宁。
444,现实题材具有的社会意义为片子加分不少，但戏剧化改编上存在不少瑕疵，剧情走向重升华，人物塑造都太正面化，煽情尤其太过，如果能再克制点更好，类型上其实仍是大陆那一套。看过GQ对原型人物陆勇的特稿后，了解到本案曾被官方当做正面典型来宣传，为影迷所诟病的广电式结尾实其来有自。膜一膜徐峥
445,先让你轻易感动得稀里哗啦，再让你觉得连救命药0关税都是恩赐是及时雨#宣宣水准与时俱进# #朝中有人好拍电影#
446,这个电影非常糟糕的地方在于，只呈现了事实的A面，道德倾向太过明显，把正版药生产厂家塑造成无良商人。事实的B面是，研发一种药物，需要几十年的时间和几十亿美元的研发资金，消耗了无数科研人员半生心血，并且专利只有二十年。如果在二十年内收不回成本，就没有人愿意研发新药物。仿制药对个体有利，但损害的是社会的总体利益，以及未来的病人的利益。可以类比弗里德曼提出的问题：“老太太交不上暖气费，天然气公司是否应该停止为她供暖？”学生说不应该，因为老太太很可怜，天然气公司不可以这么无情。弗里德曼说应该停，学生问：“那难道就让老太太冻死吗？”弗里德曼回答：“你怪错人了。”
447,先让你轻易感动得稀里哗啦，再让你觉得连救命药0关税都是恩赐是及时雨#宣宣水准与时俱进# #朝中有人好拍电影#
